key,count,japanese
light_novel,1,ライトノベル
fate/samurai_remnant,1,Fate/サムライ レムナント
toxic_rabbit,1,トキシックラビット
amane_kanata,1,天音かなた
shine_of_love,1,愛の輝き
oneshot,1,ワンショット
lokulo_no_mawashimono,1,ロクロの回し者
artemis,1,アルテミス
plant,1,植物
creepypasta,1,クリーピーパスタ
fma,1,鋼の錬金術師
rain_code,1,レインコード
nonsense_red,1,ナンセンスレッド
hopping_vitamin_heart,1,ホッピングビタミンハート
valkyrie_bladestrike,1,ヴァルキリーブレードストライク
k-on!,1,けいおん!
karutamo,1,カルタモ
lightning_form,1,ライトニングフォーム
nyantcha,1,ニャンチャ
oriental_suit,1,オリエンタルスーツ
tsukuyomi,1,月読
chaesu,1,チャエス
stephen_king,1,スティーヴン・キング
xenoblade_2,1,ゼノブレイド2
royal_brand,1,ロイヤルブランド
houkago_play,1,放課後プレイ
taimanin_murasaki,1,対魔忍ムラサキ
exceed_mode,1,エクシードモード
fleuron_of_the_waves,1,波のフルーロン
morihito,1,森人
1979,1,1979年
maplestory,1,メイプルストーリー
dreams_of_the_hazy_moon,1,朧月の夢
kirome,1,キロメ
black_ace,1,ブラックエース
idolmaster_anime,1,アイドルマスター
wonderland_bunny,1,ワンダーランドバニー
maitetsu,1,舞鉄
akchu,1,アクチュ
miracle_magical_girl,1,ミラクル魔法少女
ff9,1,ファイナルファンタジーIX
hometown_zest,1,ホームタウンゼスト
vehicle,1,乗り物
killer_wife,1,キラーワイフ
itou_life,1,伊藤ライフ
ejami,1,エジャミ
spear,1,槍
nekojira,1,ネコジラ
vnd,1,VND
school_romanza,1,スクールロマンザ
youjitsu,1,よう実
chiffon_ribbon_mummy,1,シフォンリボンミイラ
bb_shot!,1,BBショット!
impulse_form,1,インパルスフォーム
mino,1,ミノ
good,1,グッド
xenogears,1,ゼノギアス
nausicaa,1,ナウシカ
dressed_to_impress,1,ドレスドゥインプレス
some1else45,1,サム1エルス45
bofuri,1,痛いのは嫌なので防御力に極振りしたいと思います。
day-off_date,1,休日デート
respawn,1,リスポーン
jourd4n,1,ジョード4ン
enarane,1,エナラネ
fft,1,ファイナルファンタジータクティクス
ibuki_notsu,1,伊吹ノツ
summery_date!,1,夏っぽいデート!
another_world,1,アナザーワールド
quiet_azure,1,静寂の蒼
relaxation_consultation,1,リラックス相談
moonlit_chrome,1,月光クロム
lansane,1,ランサネ
mecha,1,メカ
innocent_days,1,イノセントデイズ
cordial_cornflower,1,コーディアルコーンフラワー
deino,1,デイノ
gaming_casual,1,ゲーミングカジュアル
atlus_character,1,アトラスキャラクター
wakatanka4,1,ワカタンカ4
machine_gun,1,機関銃
nukunuku_nigirimeshi,1,ぬくぬくおにぎり
debris,1,デブリ
1987,1,1987年
dr._stone,1,ドクターストーン
raita,1,ライタ
tantei_wa_mou_shindeiru,1,探偵はもう死んでいる
elfen_lied,1,エルフェンリート
bloodstained,1,ブラッドステインド
the_gift_of_spring,1,春の贈り物
hunter_x_hunter,1,ハンターハンター
stone,1,ストーン
bound,1,バウンド
dreamy_white_sands,1,夢見る白砂
paper_mario,1,ペーパーマリオ
voiceroid,1,ボイスロイド
kindatsu,1,近打術
archie_comics,1,アーチーコミックス
kenjaku,1,健次郎
jojolion,1,ジョジョリオン
mahou_girls_precure!,1,魔法少女プリキュア!
sable_mage,1,セーブルメイジ
dq6,1,ドラゴンクエストVI
goldfish_scoop,1,金魚すくい
flame_sakitama,1,炎のサキタマ
ff16,1,ファイナルファンタジーXVI
a.i._games,1,AI ゲーム
tetto,1,テット
palatinus_equinox,1,パラティヌス・エクイノックス
beachside_urd,1,ビーチサイド・ウルド
yurucamp,1,ゆるキャン△
stalk,1,ストーク
chic_ocean,1,シックオーシャン
animare,1,アニマーレ
end_of_sky,1,空の果て
golden_dragon_among_auspicious_clouds,1,吉祥雲中の金龍
heat_beating_summer_sacrament,1,熱打つ夏の秘蹟
babalilo,1,ババリロ
koihime_musou,1,恋姫†無双
sakutsuki_ma_cherie,1,桜月 Ma Chérie
hayate_no_gotoku!,1,ハヤテのごとく!
anniversary_2021,1,2021周年記念
summer_sucre,1,サマー・シュクレ
dragalia_lost,1,ドラガリアロスト
isekai_ojisan,1,異世界おじさん
free!,1,Free!
sennen_sensou_aigis,1,千年戦争アイギス
chaldea_combat_uniform,1,カルデア戦闘服
otome,1,乙女
knight_moonbeam,1,ナイト・ムーンビーム
dq,1,ドラゴンクエスト
hershe,1,ハーシェ
komone_ushio,1,小紫音潮
gunslinger_girl,1,ガンスリンガー・ガール
all_night_charge,1,オールナイトチャージ
"shepherd_of_the_""lost""",1,失われし者の羊飼い
super_cub,1,スーパーカブ
lk,1,LK
ssss,1,SSSS
dohna_dohna,1,ドーナドーナ
sora_no_method,1,そらのメソッド
ff1,1,ファイナルファンタジーI
azuma_shino,1,東 篠
anxious_bisque_doll,1,不安なビスクドール
ueno-san_wa_bukiyou,1,上野さんは不器用
midnight,1,ミッドナイト
genjitsu_no_yohane,1,現実のヨハネ
the_wind's_true_name,1,風の真の名前
mahoujin_guruguru,1,魔法陣グルグル
sleepy_sunday,1,眠りの日曜日
aldehyde,1,アルデヒド
yellow,1,イエロー
nanashi_mumei,1,ナナシ・ムメイ
kurojill,1,クロジル
paradise_amaryllis,1,パラダイス・アマリリス
spring_exalt,1,春の高揚
summer_offensive?,1,夏の攻勢?
4shi,1,4し
striker_fulminata,1,ストライカー・フルミナータ
yama_no_susume,1,ヤマノススメ
adult,1,大人
symphonic_fate,1,シンフォニック・フェイト
bioshock_infinite,1,バイオショック インフィニット
panda,1,パンダ
hurukku,1,フルック
gj-bu,1,GJ部
loisirs_balneaires,1,ロワジール・バルネール
uramakaron,1,裏マカロン
wending_waters_serene_lotus,1,蓮華の静寂
ominaeshi,1,女郎花
infinote,1,インフィノート
agnes_tachyon,1,アグネス・タキオン
akira,1,AKIRA
hoshi_san_3,1,星さん3
brown_dust,1,ブラウンダスト
mikumikudance,1,ミクミクダンス
arifureta,1,ありふれた職業で世界最強
aggressor_mode,1,アグレッサーモード
lonely_girl_ni_sakaraenai,1,孤独な少女に逆らえない
komi-san_wa_komyushou_desu,1,古見さんは、コミュ症です。
malberrybush,1,マルベリーブッシュ
xenoblade_x,1,ゼノブレイドX
ssss.gridman,1,SSSS.GRIDMAN
summer_cicada,1,夏の蝉
ganbare_goemon,1,がんばれゴエモン
a_sobriquet_under_shade,1,陰の二つ名
niconico,1,ニコニコ
standby_form,1,待機形態
mercredi_at_the_secret_base,1,秘密基地のメルクレディ
taimanin_asagi,1,対魔忍アサギ
locker_room_lechery,1,ロッカー室の好色
iridescent_rosa,1,虹色ローザ
steel_rose,1,鋼のバラ
asobi_ni_iku_yo!,1,遊びに行こう!
valkyrie_gloria,1,ヴァルキリーグロリア
sacred_mode,1,聖なるモード
peaceful_daily_life,1,平穏な日常
rinrinne,1,りんりんね
midday,1,昼間
dq8,1,ドラゴンクエストVIII
pomu_rainpuff,1,ポムラインパフ
lostlands_flowering,1,失われた大地の開花
wind_catcher,1,風のキャッチャー
2015,1,2015年
girl's_sunday,1,女の子の日曜日
profusion_of_flowers,1,花の豊かさ
module,1,モジュール
arcane,1,秘密
solus,1,ソルス
hundredburger,1,百バーガー
everlasting_killing_stone,1,永遠の殺生石
ff7,1,ファイナルファンタジーVII
date_in_the_snow,1,雪の中のデート
makeup,1,メイク
eroe,1,エロエ
the_bound_cruiser,1,縛られた巡洋艦
video_game,1,ビデオゲーム
takane_lui,1,高嶺ルイ
crimson_impulse,1,深紅の衝動
porcelain,1,磁器
taste,1,味わい
orange_juice,1,オレンジジュース
akame_ga_kill!,1,アカメが斬る!
wataame27,1,わたあめ27
quiz_magic_academy,1,クイズマジックアカデミー
cv-16,1,CV-16
tengoku_daimakyou,1,天国大魔境
divine_prayer,1,神聖な祈り
suit,1,スーツ
summer_vacation,1,夏休み
circle,1,サークル
tiger_&_bunny,1,タイガー&バニー
beach_picnic!,1,ビーチピクニック!
shimmering_forsythia,1,きらめく連翹
sexy_madoka,1,セクシー魔法少女まどか
breath_of_fire_iv,1,ブレス オブ ファイア IV
bungou_stray_dogs,1,文豪ストレイドッグス
2006,1,2006年
classic_vacation,1,古典的な休暇
plastic_memories,1,プラスティック・メモリーズ
lightning_empress,1,雷の女帝
ballroom_interlude,1,舞踏室の幕間
biggest_little_cheerleader,1,最高の小さなチアリーダー
yuunama,1,ゆうなま
midsummer_leisure,1,真夏の余暇
iron_blood's_dragon_maid,1,鉄血のドラゴンメイド
7th_costume,1,7番目の衣装
ganesagi,1,ガネサギ
dq10,1,ドラゴンクエストX
true_ether_chaldea_uniform,1,真のエーテル・カルデア制服
gits,1,攻殻機動隊
dokidoki_sister_aoi-chan,1,ドキドキ妹葵ちゃん
the_flower_of_la_spezia,1,ラ・スペツィアの花
dark,1,ダーク
op._manta_ray,1,作戦・マンタレイ
uchuu_senkan_yamato,1,宇宙戦艦ヤマト
faction,1,派閥
reku,1,レク
pokemon_heroes,1,ポケモン・ザ・ムービー
kamen_rider_01,1,仮面ライダー01
machine-doll,1,機械仕掛けの人形
morino_donguri,1,森の栗
danzai_spectramancer,1,断罪スペクトラマンサー
new,1,新作
future_market,1,未来市場
t,1,T
pink_mermaid,1,ピンクマーメイド
roshin_yuukai/hard_rkmix,1,浪心幽怪/Hard RKmix
lovely_jiangshi,1,ラブリー僵尸
korvatunturi_pixie,1,コルヴァトゥントゥリ妖精
saury_festival,1,秋刀魚祭り
innocent_grey,1,イノセント・グレイ
sbr,1,スティール・ボール・ラン
vestibule_of_wonders,1,驚異の前庭
nadia,1,ナディア
sunshine,1,サンシャイン
lostbelt_beast:iv,1,ロストベルト・ビースト:Ⅳ
sixth_serenade,1,第六セレナーデ
beyond_the_horizon,1,地平線の彼方へ
shouki_no_kami,1,瘴気の神
bravely_default,1,ブレイブリー・デフォルト
drifters,1,ドリフターズ
beast_iii/l,1,ビースト Ⅲ/L
mondaiji,1,問題児
yoasobi,1,ヨアソビ
muse_dash,1,ミューズダッシュ
valkyrie_quicksand,1,ヴァルキューレ流砂
metal_slug,1,メタルスラッグ
little_witch_nobeta,1,リトルウィッチノベタ
samurai_champloo,1,サムライチャンプルー
sengoku_collection,1,戦国コレクション
snail,1,スネイル
kemurikusa,1,ケムリクサ
maid_knight,1,メイドナイト
2020,1,2020年
jibaku_shounen_hanako-kun,1,自縛少年花子くん
live_a_hero,1,ライブ・ア・ヒーロー
mazohaha,1,マゾハハ
ramchi,1,ラムチ
infinite_stratos,1,インフィニット・ストラトス
canaan,1,カナン
mahjong_soul,1,麻雀魂
bdsm,1,BDSM
the_legend_of_luoxiaohei,1,羅小黒戦記
god_of_war,1,ゴッド・オブ・ウォー
nii_manabu,1,新井学
djmax,1,DJMax
mg,1,MG
silverfox442,1,シルバーフォックス442
alluring_chief_warden_look,1,魅惑の獄長の眼差し
devil_in_the_moonlight,1,月光の悪魔
private_apres_midi,1,プライベート・アプレミディ
holy_knight's_resplendence,1,聖騎士の輝き
doukutsu_monogatari,1,洞窟物語
sound_voltex,1,サウンドヴォルテックス
rebellious_summer,1,反抗的な夏
majo_to_hyakkihei,1,魔女と百鬼兵
starlight,1,スターライト
ender_lilies,1,エンダーリリーズ
chaldea_lifesavers,1,カルデア救命隊
blissful_service,1,至福のサービス
terraria,1,テラリア
glock23,1,グロック23
fairy_tail,1,フェアリーテイル
yagisaka_seto,1,八木坂瀬戸
reimu_endou,1,霊夢遠藤
.live,1,.live
twilight_paladin,1,トワイライトパラディン
love_and_deepspace,1,ラブ・アンド・ディープスペース
squid_game,1,イカゲーム
heartcatch_precure!,1,ハートキャッチプリキュア!
escape_queen,1,エスケープクイーン
the_purple_rabbit's_marksmanship,1,紫兎の射撃術
reno_bunnino,1,レノ・バニーノ
futagohime,1,ふたご姫
beacon_of_the_iron_blood,1,鉄血の灯火
pillowed_counseling,1,枕カウンセリング
guilty_crown,1,ギルティクラウン
sojourn_through_clear_seas,1,清海の旅路
gibson,1,ギブソン
bright_knight:_excelsis,1,ブライトナイト:エクセルシス
stand,1,スタンド
magipoka,1,まじぽか
fervent_tempo,1,熱烈なテンポ
coat_of_arms,1,紋章
white_sand_paradise,1,白砂の楽園
jsr,1,ジェットセットラジオ
basketball,1,バスケットボール
mochiyuki,1,もちゆき
kamisama_ni_natta_hi,1,神様になった日
rabbit_of_paradise,1,楽園のウサギ
world_flipper,1,ワールドフリッパー
arcaea,1,アルカエア
rabi-ribi,1,ラビ=ラビ
inakon,1,いなこん
tower_of_fantasy,1,幻塔
bionicle,1,バイオニクル
momotarou_densetsu,1,桃太郎伝説
iyowa,1,いよわ
ayuma_sayu,1,アユマサユ
ninja_gaiden,1,忍者ガイデン
dragon's_dogma,1,ドラゴンズドグマ
monster_hunter,1,モンスターハンター
samidare,1,五月雨
2020_summer,1,2020年夏
another_ookami_mio,1,もう一人の大神ミオ
ishiyumi,1,石ゆみ
summer_casual,1,夏カジュアル
tears_of_the_kingdom,1,ティアーズ オブ ザ キングダム
magi,1,マギ
idolmaster_cinderella_girls,1,アイドルマスター シンデレラガールズ
tears_of_themis,1,テーミス
yokochou,1,横丁
zanber_form,1,ザンバーフォーム
onn,1,オン
doupo_cangqiong,1,斗破蒼穹
sengoku_basara,1,戦国バサラ
blame!,1,ブラム!
accel_mode,1,アクセルモード
takagi-san,1,高木さん
flowery_charms,1,花の魅力
renegade,1,レネゲード
cheerleader,1,チアリーダー
shogun_of_snowballs,1,雪玉の将軍
macross_delta,1,マクロスΔ
spring_princess,1,春の姫
ensemble_stars!,1,アンサンブルスターズ!
aikatsu!,1,アイカツ!
sunlight_bouquet,1,日光の花束
tanabata,1,七夕
hyakka_ryouran,1,百花繚乱
aquarion,1,アクエリオン
bunny_garden,1,ウサギの庭
1997_film,1,1997年映画
service_time?!,1,サービスタイム?!
liarsoft,1,ライアーソフト
sakamata_chloe,1,坂またクロエ
showy_sports_star,1,派手なスポーツスター
amaretto-no-natsu,1,アマレットの夏
udon,1,うどん
summer_hunger,1,夏の飢え
brown_dust_2,1,ブラウンダスト2
code_vein,1,コードヴェイン
machita_chima,1,町田ちま
store,1,店舗
phantom_iron,1,幻の鉄
himura_kiseki,1,氷村キセキ
lielos,1,リエロス
pungent_plum,1,香りの梅
ikkitousen,1,一騎当千
izumo,1,出雲
the_noble_attendant,1,高貴な侍女
zankuro,1,ザンクロ
sr,1,SR
queen_in_radiance,1,輝きの女王
assassin's_creed,1,アサシンクリード
wakfu,1,ワクフ
ikoku_meiro_no_croisee,1,異国迷路のクロワーゼ
assault_form,1,アサルトフォーム
race,1,レース
fresh_and_sweet,1,爽やかで甘い
kizaru,1,黄猿
shikai,1,始解
urusei_yatsura,1,うる星やつら
naomi,1,ナオミ
zero_kara_hajimeru_mahou_no_sho,1,ゼロから始まる魔法の書
ninomae_ina'nis,1,一ノ瀬伊那尼ス
hakui_koyori,1,白衣小寄
koseki_bijou,1,小関美女
yoru_mac,1,ヨルマック
yoclesh,1,ヨクレッシュ
23,1,23
anatomy,1,解剖学
bluethebone,1,ブルーザボーン
9th_costume,1,9番目の衣装
streamer,1,ストリーマー
counter:side,1,カウンターサイド
tandohark,1,タンドハーク
azure_empyrea,1,アズールエンピレア
apho,1,アフォ
phoenix,1,フェニックス
ein_immernachtstraum,1,アイン・イマーナハトシュトラウム
mao_lian,1,毛連
orchid's_evening_gown,1,蘭の夜会服
night_squire,1,夜の従士
voyage_of_feathers,1,羽の航海
identity,12,アイデンティティ
e.g.o,8,エゴ
elite_ii,6,エリートII
magical_girl,6,魔法少女
ornament,6,オーナメント
sao-alo,6,ソードアート・オンライン アルヴヘイム・オンライン
faraway,5,遠く離れた
headspace,5,ヘッドスペース
tsukumo_sana,5,九十九佐命
houtengeki,4,方天戟
beast_style,3,獣スタイル
fear_&_hunger,3,恐怖と飢え
silent_night,3,静寂の夜
summer_flower,3,夏の花
traveling_outfit,3,旅装
action,2,アクション
aidenr0,2,エイデンR0
archon,2,アルコン
asteroid_ill,2,アステロイド・イル
bloodborne,2,ブラッドボーン
ceremonial,2,儀式的
ceres_fauna,2,セレス・ファウナ
dark_souls,2,ダークソウルズ
dragon,2,竜
duck_hunt,2,ダックハント
fox,2,狐
guin_guin,2,ギンギン
gundam_suisei_no_majo,2,機動戦士ガンダム 水星の魔女
halloween,2,ハロウィン
hazakura_hinata,2,葉桜ひなた
ikeuchi_tanuma,2,池内田沼
irys,2,アイリス
jack_dempa,2,ジャック電波
lee,2,リー
light_breeze,2,そよ風
m_k,2,M・K
mignon,2,ミニョン
mouthwashing,2,マウスウォッシング
navigavi,2,ナビナビ
nerissa_ravencroft,2,ネリッサ・レイヴンクロフト
ohisashiburi,2,お久しぶり
ookami_mio,2,大神ミオ
oouso,2,大嘘
ouro_kronii,2,オーロ・クロニー
peach88,2,ピーチ88
popopoka,2,ポポポカ
prototype,2,プロトタイプ
rwby,2,RWBY
sekai_seifuku,2,世界征服
shimmer,2,シマー
sparrowl,2,スパロウル
takanashi_kiara,2,鷹嘴キアラ
tarot,2,タロット
titanfall,2,タイタンフォール
valentine,2,バレンタイン
vertigris,2,ヴェルディグリス
yakitomato,2,焼きトマト
1024,1,1024
1976_costume,1,1976年衣装
6th_costume,1,6番目衣装
7th_dragon_series,1,7th Dragon シリーズ
8th_costume,1,8番目衣装
adrift,1,漂流
aestheticc-meme,1,エステティック・ミーム
aeterna_purum,1,アエテルナ・プルム
afterschool_school_idol,1,放課後スクールアイドル
ageless_afterglow,1,永遠の余韻
agent_lop_rabbit,1,エージェント・ロップラビット
aircraft,1,航空機
airisubaka,1,アイリスバカ
akito,1,アキト
alter_ego,1,アルターエゴ
altered,1,変容
ambience_synesthesia,1,環境共感覚
amelia_watson,1,アメリア・ワトソン
american_mcgee's_alice,1,アメリカン・マクギーのアリス
anan,1,アナン
ane_naru_mono,1,姉なるもの
angel's_song,1,天使の歌
animated,1,アニメーション
aqua_iro_super_dream,1,アクアイロスーパードリーム
ar-26710,1,AR-26710
at2.,1,AT2.
atelier,1,アトリエ
automobile,1,自動車
azuumori,1,あずうもり
baallore,1,バアロア
batrobin_k,1,バットロビン_K
bayonetta,1,ベヨネッタ
bigrbear,1,ビッグアールベア
bikini,1,ビキニ
black_kitty's_gift,1,黒い子猫の贈り物
blade,1,ブレイド
blooming_summer_wallflower,1,咲き誇る夏の壁花
blossoming_starlight,1,花開く星光
blue_dress,1,青いドレス
bosshi,1,ボッシ
bottle,1,ボトル
bounty_hunter,1,賞金稼ぎ
breath_of_fire_iii,1,ブレス オブ ファイア III
breath_of_fire_v,1,ブレス オブ ファイア V
cafe-chan_to_break_time,1,カフェちゃんとブレイクタイム
call_of_duty,1,コール オブ デューティ
carriage_of_the_winds_of_time,1,時の風の馬車
caststation,1,キャストステーション
casual_vacation,1,カジュアルバケーション
cccpo,1,CCCPO
cecilia_immergreen,1,セシリア・イマーグリーン
cessa,1,セッサ
chair,1,椅子
chaldea_satellite_station,1,カルデア衛星ステーション
cheerleading,1,チアリーディング
chimera,1,キメラ
china_merchants_bank,1,中国商人銀行
chinese_lostbelt_outfit,1,中華ロストベルト衣装
cieluscian,1,シエルスキアン
class_of_09,1,クラス・オブ・09
code_geass,1,コードギアス
colorful_wonderland,1,カラフルワンダーランド
comiket_mode,1,コミケモード
cosmetics,1,化粧品
cosmic_expression,1,宇宙的表現
cougar1404,1,クーガー1404
cowboy_bebop,1,カウボーイビバップ
cowgirl,1,カウガール
crave_saga,1,クレイヴサーガ
cream,1,クリーム
crow,1,カラス
crystal_feather_dress,1,クリスタルフェザードレス
cult_of_the_lamb,1,ラムの信仰
curly,1,カーリー
cyancapsule,1,シアンカプセル
cyborg,1,サイボーグ
d&d,1,D&D
dagasi,1,駄菓子
danganronpa_2,1,ダンガンロンパ2
dead_by_daylight,1,デッド バイ デイライト
decoration,1,装飾
deemo,1,DEEMO
delusion,1,妄想
devilish_servant_against_the_splashing_waves,1,波しぶきに抗う悪魔的従者
difman,1,ディフマン
disgaea_4,1,魔界戦記ディスガイア4
disguise,1,変装
distinguished_visitor,1,著名な来客
dmfd,1,DMFD
dokibird,1,ドキバード
dq1,1,ドラゴンクエスト I
drug,1,薬物
ebihara_beniko,1,海老原紅子
ebisujima_misato,1,蛭島美里
ebonyxh,1,エボニーXH
elizabeth_rose_bloodflame,1,エリザベス・ローズ・ブラッドフレイム
emo,1,エモ
enemy,1,敵
enna_alouette,1,エンナ・アルエット
eogks,1,EOGKS
eternal's_summer_vacation,1,永遠の夏休み
everything_is_a_miracle,1,すべてが奇跡
exercise,1,運動
exhibition_attire,1,展示用衣装
expression,1,表情
fandom,1,ファンダム
fashionable,1,ファッショナブル
fenghuang_of_vicissitude,1,変転の鳳凰
fire_emblem:_three_houses,1,ファイアーエムブレム 風花雪月
fire_emblem_awakening,1,ファイアーエムブレム 覚醒
first_season,1,第1シーズン
first_year,1,1年生
fizintine,1,フィジンティーン
flcl,1,FLCL
flower_fantasista!,1,フラワーファンタジスタ!
font,1,フォント
forgemaster,1,鍛冶職人
formal_dress,1,正装
friday_night_funkin',1,Friday Night Funkin'
frostflower_dew,1,霜花の露
gavis_bettel,1,ガヴィス・ベッテル
gift_uncompleted,1,未完成の贈り物
gigi_murin,1,ギギ・ムリン
girl_from_orleans,1,オルレアンの少女
gorgeous_mushroom,1,豪華なキノコ
goth,1,ゴス
govy9807,1,govy9807
greyeth,1,グレイエス
grizz,1,グリズ
gunnhildr's_legacy,1,グンヒルドの遺産
gyarumata,1,ギャル又
haguhagu,1,はぐはぐ
hakos_baelz,1,ハコス・ベールズ
hakutaku,1,白沢
hamsterfragment,1,ハムスターフラグメント
hand_of_destiny,1,運命の手
handle,1,ハンドル
hanetsuki,1,羽根突き
hatsuzuki's,1,初月の
hayabusa,1,隼
helldivers,1,ヘルダイバー
henken,1,辺見
herbal-flavored_hard_candy,1,ハーブ味ハードキャンディ
heytea,1,喜茶
highest_bid,1,最高入札
hilda,1,ヒルダ
himemori_luna,1,姫森ルーナ
holiday,1,休日
homestuck,1,ホームスタック
hoodie,1,フーディー
hot_springs,1,温泉
iahfy,1,iahfy
image,1,画像
immoral_biker_jacket,1,不道徳なライダースジャケット
indivisible,1,インディビジブル
inuarashi,1,犬嵐
inugami_korone,1,戌神ころね
iroha_matsurika,1,色葉松莉香
ironlily,1,アイアンリリー
ishikei,1,石圭
itou,1,伊藤
jepella_rebellion,1,ジェペラの反乱
kaetzchen,1,カエッチェン
kageshio,1,影塩
kamioka_shun'ya,1,上岡俊也
kamiyoshi_rika,1,神吉莉香
kanniiepan,1,かんにぃぱん
kfc,1,KFC
kkmomo67,1,kkmomo67
koyashaka,1,こやしゃか
krr,1,KRR
kureha,1,クレハ
kureiji_ollie,1,クレイジ・オーリー
la+_darknesss,1,ラプラス・ダークネス
lady_of_the_beach,1,浜辺の貴婦人
land,1,陸地
language,1,言語
legacy,1,レガシー
legends,1,伝説
lethal_company,1,Lethal Company
letter,1,手紙
liberte_echec,1,リベルテ・エシェック
lifeguard,1,ライフガード
lingerie,1,ランジェリー
living,1,リビング
liya,1,リヤ
ll,1,LL
logo,1,ロゴ
lone_planetfarer,1,孤独な惑星放浪者
lord,1,領主
lovesick1964,1,ラブシック1964
lucia,1,ルシア
lynus,1,ライナス
maeda_koutarou,1,前田孝太郎
mafuyu,1,真冬
magatsu_mitake_narukami_no_mikoto,1,禍津御岳鳴神之命
magic_dream_costume,1,魔法の夢衣装
magical_girl_maid,1,魔法少女メイド
maiden_for_the_bright_night,1,明夜の乙女
marching_band,1,マーチングバンド
mask,1,マスク
masterpiece,1,傑作
mato_tsuyoi,1,的強い
me!me!me!,1,ミー！ミー！ミー！
mechanical,1,機械的
medic,1,衛生兵
mermaid,1,人魚
merunyaa,1,メルニャー
metroid,1,メトロイド
midnight_evangelion,1,真夜中のエヴァンゲリオン
midsummer_fruit,1,真夏の果実
miku_plus,1,ミクプラス
miles_morales,1,マイルス・モラレス
millie_parfait,1,ミリー・パルフェ
mirrored_flourishes,1,鏡映の装飾
misaka_mikoto,1,御坂美琴
miss_pink,1,ミスピンク
mleth,1,ムレス
modeling_night,1,モデリングナイト
modern_costume_of_crimson,1,紅の現代衣装
mokufuu,1,モクフウ
momo_no_sukebe,1,桃のスケベ
monaka_curl,1,最中カール
mori_calliope,1,森カリオペ
movie_1st_form,1,映画第1形態
movie_1st_mode,1,映画第1モード
murasaki_shion,1,紫シオン
nanosheep,1,ナノシープ
narcissus,1,ナルキッソス
newsgirl,1,ニュースガール
nisetanaka,1,偽田中
nohr_noble,1,ノール貴族
noodle_stopper,1,ヌードルストッパー
not-a-bot,1,ボットではない
novice_vacationer,1,初心者バケーショナー
nt00,1,NT00
obj_shep,1,オブジェクト・シェップ
obsidian,1,黒曜石
occasionally_flushed,1,時々赤面
ogami_kazuki,1,尾上和希
ohasi,1,大橋
oktoberfest_mode,1,oktoberfest_mode
oreimo,1,俺の妹がこんなに可愛いわけがない
origin,1,オリジン
orochi_cuirass,1,大蛇胸甲
os,1,OS
otf,1,OTF
otm,1,OTM
outstanding_attitude,1,傑出した態度
owl,1,フクロウ
p90,1,P90
pact_of_stars_and_moon,1,星と月の契約
pairan,1,パイラン
pajamas,1,パジャマ
palentine's_2021,1,バレンタイン2021
pastry_chef,1,ペストリーシェフ
peony,1,牡丹
phantom_in_boots,1,長靴をはいた幽霊
piercing,1,ピアス
pink_kitty_costume,1,ピンク子猫衣装
pizza_kanon,1,ピザ花音
platinum_star_dress,1,プラチナスタードレス
plegian,1,プレギア
polearm,1,槍
porforever,1,ポルフォーエバー
pro_swimmer,1,プロ水泳選手
queen_no._1,1,クイーン・ナンバー1
queen_of_winter,1,冬の女王
radiant_beach,1,輝くビーチ
raigou,1,雷合
rain_prophet,1,雨の預言者
rain_witch,1,雨の魔女
rainy_springtide,1,雨の春潮
rayearth,1,魔法騎士レイアース
red_dead_of_night,1,赤い夜の死
red_dress,1,赤いドレス
red_shine,1,赤い輝き
refined_dress,1,洗練されたドレス
refined_horrormare,1,洗練されたホラーメア
renate,1,レナーテ
retro_doki,1,レトロドキ
ri-net,1,リーネット
ricegnat,1,ライスグナット
riding,1,乗馬
rob_ishi,1,ロブ・イシ
ronin_huntress,1,浪人狩人
rustic_noir,1,素朴なノワール
sailing,1,帆走
sakuno_rondo,1,桜野ロンド
sangria_succulent,1,サングリア多肉
sardegnian_shallows_and_sunshine,1,サルデーニャの浅瀬と日差し
savior,1,救世主
schicksal's_imperative,1,シクザールの命令
school_festival,1,学園祭
scott_malin,1,スコット・マリン
sculpture,1,彫刻
seaside_dragon,1,海辺の竜
second_year,1,二年生
selenic_ripples,1,月光の波紋
sesame_cake,1,ゴマケーキ
sexual,1,性的
sg,1,SG
shadow_knight,1,影の騎士
she-ra,1,シーラ
sheriff,1,保安官
shiba_investigator,1,柴調査官
shiori_novella,1,栞ノベラ
shiroki_yuutsu,1,白き憂鬱
shrine_maiden,1,巫女
silent_rouge,1,静寂のルージュ
sky_empress,1,空の女帝
skyline,1,スカイライン
slay_the_princess,1,姫を斬る
slugbox,1,スラッグボックス
software,1,ソフトウェア
solo,1,ソロ
song,1,歌
specktech,1,スペックテック
spellbreaker,1,呪い破り
sport_for_all,1,万人のためのスポーツ
spring_2021,1,春2021
spring_mode,1,春モード
spring_praise,1,春の賛美
starchasm_nyx,1,星淵ニュクス
starry_impression,1,星々の印象
starseeker,1,星を求める者
stellar_into_the_galaxy,1,星河へ
strawberry_sweet,1,イチゴスウィート
sub-res,1,サブレス
sublimation,1,昇華
suicide_squad,1,スーサイド・スクワッド
summer_mode,1,夏モード
summering_scion,1,夏の嫡出子
sunaba_suzume,1,砂場雀
sunburn,1,日焼け
suzutsuki's,1,鈴月の
sweethex,1,スウィートヘックス
taixuan_impression,1,太玄の印象
